Entrez_Id_1	Entrez_Id_2	Symbol_1	Symbol_2	Binary	BinarySingle	CoComplex	Prediction
9632	84936	SEC24C	ZFYVE19	0	0	1	0
6128	65993	RPL6	MRPS34	0	0	1	0
5966	84313	REL	VPS25	1	0	0	0
329	51465	BIRC2	UBE2J1	1	0	0	0
387914	645455	SHISA2	CEP170P1	0	0	1	0
7402	57187	UTRN	THOC2	0	0	1	0
3107	478	HLA-C	ATP1A3	0	0	1	0
6133	7381	RPL9	UQCRB	0	0	1	0
5478	8407	PPIA	TAGLN2	0	0	1	0
1891	284273	ECH1	ZADH2	0	0	1	0
5925	5987	RB1	TRIM27	1	0	0	0
10488	51107	CREB3	APH1A	1	0	0	0
8621	26098	CDK13	EDRF1	0	0	1	0
23595	55388	ORC3	MCM10	1	0	0	0
1026	9133	CDKN1A	CCNB2	1	0	0	0
10528	84172	NOP56	POLR1B	0	0	1	0
2355	3726	FOSL2	JUNB	1	0	1	0
2898	116443	GRIK2	GRIN3A	0	0	0	1
1630	1826	DCC	DSCAM	0	0	0	1
5876	11285	RABGGTB	B4GALT7	1	0	0	0
26060	121268	APPL1	RHEBL1	1	0	0	0
566	445571	AZU1	CBWD3	0	0	1	0
51807	84617	TUBA8	TUBB6	0	0	0	1
3178	115416	HNRNPA1	MALSU1	0	0	1	0
29797	386681	POM121L8P	KRTAP10-8	1	0	0	0
10241	79088	CALCOCO2	ZNF426	1	0	0	0
124912	131375	SPACA3	LYZL4	0	0	0	1
5292	29844	PIM1	TFPT	1	0	0	0
84062	738	DTNBP1	VPS51	0	0	1	0
9329	284119	GTF3C4	PTRF	0	0	1	0
4188	65265	MDFI	C8orf33	1	0	0	0
4296	4643	MAP3K11	MYO1E	0	0	0	1
1756	8727	DMD	CTNNAL1	1	0	0	0
4188	23500	MDFI	DAAM2	1	0	0	0
9077	7779	DIRAS3	SLC30A1	0	0	1	0
5879	55647	RAC1	RAB20	0	0	0	1
3157	3735	HMGCS1	KARS	0	0	1	0
1996	60680	ELAVL4	CELF5	0	0	0	1
3098	3981	HK1	LIG4	1	0	0	0
6389	7386	SDHA	UQCRFS1	0	0	1	0
79173	386675	C19orf57	KRTAP10-7	1	0	0	0
57466	84817	SCAF4	TXNDC17	0	0	1	0
1826	6091	DSCAM	ROBO1	0	0	0	1
166	4253	AES	CTAGE5	1	0	0	0
5702	6045	PSMC3	RNF2	0	0	1	0
23011	57111	RAB21	RAB25	0	0	0	1
27338	51002	UBE2S	TPRKB	0	0	1	0
7204	8997	TRIO	KALRN	0	0	0	1
8882	26136	ZPR1	TES	0	0	1	0
162427	56704	FAM134C	JPH1	0	0	1	0
200558	7508	APLF	XPC	0	0	1	0
3569	9180	IL6	OSMR	0	0	0	1
3799	23392	KIF5B	KIAA0368	1	0	0	0
6294	29767	SAFB	TMOD2	0	0	1	0
8517	59343	IKBKG	SENP2	1	0	0	0
58529	81	MYOZ1	ACTN4	1	0	0	0
11030	163590	RBPMS	TOR1AIP2	1	0	0	0
7423	3034	VEGFB	HAL	0	0	1	0
2324	5159	FLT4	PDGFRB	0	0	0	1
3624	7046	INHBA	TGFBR1	0	0	0	1
23144	8761	ZC3H3	PABPC4	0	0	1	0
1399	9564	CRKL	BCAR1	1	0	0	0
10320	25804	IKZF1	LSM4	1	0	0	0
4646	10241	MYO6	CALCOCO2	1	0	0	0
2043	4919	EPHA4	ROR1	0	0	0	1
900	55132	CCNG1	LARP1B	0	0	1	0
2048	85366	EPHB2	MYLK2	0	0	0	1
1296	80781	COL8A2	COL18A1	0	0	1	0
3214	23314	HOXB4	SATB2	0	0	0	1
6426	10813	SRSF1	UTP14A	0	0	1	0
83759	51807	RBM4B	TUBA8	0	0	1	0
3976	6696	LIF	SPP1	0	0	0	1
2823	10066	GPM6A	SCAMP2	0	0	1	0
25771	51603	TBC1D22A	METTL13	0	0	1	0
6201	8896	RPS7	BUD31	0	0	1	0
10981	387496	RAB32	RASL11A	0	0	0	1
5335	10451	PLCG1	VAV3	0	0	0	1
10403	112869	NDC80	CCDC101	1	0	0	0
1107	6601	CHD3	SMARCC2	0	0	1	0
284427	7525	SLC25A41	YES1	0	0	1	0
8451	55832	CUL4A	CAND1	1	0	0	0
396	3265	ARHGDIA	HRAS	0	0	0	1
27238	284001	GPKOW	CCDC57	1	0	0	0
7041	7189	TGFB1I1	TRAF6	0	0	0	1
114	2778	ADCY8	GNAS	0	0	0	1
9623	9282	TCL1B	MED14	0	0	1	0
10629	128312	TAF6L	HIST3H2BB	0	0	0	1
842	112401	CASP9	BIRC8	1	0	0	0
6218	220717	RPS17	RPLP0P6	0	0	1	0
8788	347688	DLK1	TUBB8	0	0	1	0
6872	8850	TAF1	KAT2B	0	0	0	1
1039	151254	CDR2	ALS2CR11	1	0	0	0
617	57062	BCS1L	DDX24	1	0	0	0
10456	2776	HAX1	GNAQ	0	0	1	0
836	840	CASP3	CASP7	0	0	0	1
54361	9810	WNT4	RNF40	0	0	1	0
1000	5091	CDH2	PC	0	0	1	0
5062	10174	PAK2	SORBS3	1	0	0	0
6124	6233	RPL4	RPS27A	0	0	1	0
3608	9905	ILF2	SGSM2	1	0	0	0
22806	84289	IKZF3	ING5	1	0	0	0
92181	1472	UBTD2	CST4	0	0	1	0
23524	24148	SRRM2	PRPF6	0	1	1	0
10813	23450	UTP14A	SF3B3	0	0	1	0
55871	8458	CBWD1	TTF2	0	0	1	0
3895	4223	KTN1	MEOX2	1	0	0	0
4055	2260	LTBR	FGFR1	0	0	1	0
6605	114932	SMARCE1	MRFAP1L1	1	0	0	0
353139	386681	LCE2A	KRTAP10-8	1	0	0	0
7525	10657	YES1	KHDRBS1	1	0	0	0
7327	27338	UBE2G2	UBE2S	0	0	0	1
5295	23607	PIK3R1	CD2AP	0	0	0	1
6202	25983	RPS8	NGDN	0	0	1	0
6134	6136	RPL10	RPL12	0	0	1	0
22893	4188	BAHD1	MDFI	1	0	0	0
1499	115426	CTNNB1	UHRF2	1	0	0	0
2564	10585	GABRE	POMT1	0	0	1	0
10458	5910	BAIAP2	RAP1GDS1	0	0	1	0
25	5921	ABL1	RASA1	0	0	0	1
23439	56928	ATP1B4	SPPL2B	0	0	1	0
5708	7332	PSMD2	UBE2L3	0	0	1	0
7024	9669	TFCP2	EIF5B	1	0	0	0
320	547	APBA1	KIF1A	0	0	0	1
6347	23166	CCL2	STAB1	0	0	0	1
1600	8553	DAB1	BHLHE40	1	0	0	0
7186	59269	TRAF2	HIVEP3	1	0	0	0
201254	378708	STRA13	APITD1	1	0	0	0
4115	10900	MAGEB4	RUNDC3A	1	0	0	0
4175	8900	MCM6	CCNA1	1	0	0	0
23281	7695	MTUS2	ZNF136	1	0	0	0
3024	54665	HIST1H1A	RSBN1	0	0	1	0
56906	386676	THAP10	KRTAP10-9	1	0	0	0
10268	386682	RAMP3	KRTAP10-3	1	0	0	0
134266	7525	GRPEL2	YES1	0	0	1	0
6405	7317	SEMA3F	UBA1	1	0	0	0
916	10148	CD3E	EBI3	0	0	0	1
55658	347	RNF126	APOD	0	0	1	0
3236	5457	HOXD10	POU4F1	0	0	0	1
2577	64396	GAGE5	GMCL1P1	1	0	0	0
1270	2688	CNTF	GH1	0	0	0	1
128822	3676	CST9	ITGA4	0	0	1	0
57159	154865	TRIM54	IQUB	1	0	0	0
578	581	BAK1	BAX	0	0	0	1
10567	79873	RABAC1	NUDT18	1	0	0	0
54925	222696	ZSCAN32	ZSCAN23	0	0	1	0
6141	6146	RPL18	RPL22	0	0	1	0
9422	386676	ZNF264	KRTAP10-9	1	0	0	0
5702	8607	PSMC3	RUVBL1	0	0	1	0
55771	5813	PRR11	PURA	0	0	1	0
286753	3842	TUSC5	TNPO1	0	0	1	0
1163	54763	CKS1B	ROPN1	1	0	0	0
7917	140690	BAG6	CTCFL	1	0	0	0
11007	401508	CCDC85B	FAM74A4	1	0	0	0
5701	5707	PSMC2	PSMD1	0	0	1	0
6201	9987	RPS7	HNRNPDL	0	0	1	0
28977	28998	MRPL42	MRPL13	0	0	1	0
9077	83452	DIRAS3	RAB33B	0	0	0	1
9753	55888	ZSCAN12	ZKSCAN7	1	0	0	0
9470	63978	EIF4E2	PRDM14	1	0	0	0
51076	84164	CUTC	ASCC2	1	0	0	0
4485	7035	MST1	TFPI	0	0	0	1
2810	55223	SFN	TRIM62	0	0	1	0
2318	6444	FLNC	SGCD	1	0	0	0
4314	64066	MMP3	MMP27	0	0	0	1
6432	140890	SRSF7	SREK1	1	0	0	0
1506	5646	CTRL	PRSS3	0	0	0	1
84186	3069	ZCCHC7	HDLBP	0	0	1	0
391257	9063	SUMO1P1	PIAS2	1	0	0	0
3476	51371	IGBP1	POMP	0	0	1	0
6586	57463	SLIT3	AMIGO1	0	0	0	1
4343	5908	MOV10	RAP1B	0	0	1	0
5692	8454	PSMB4	CUL1	1	0	0	0
3198	3219	HOXA1	HOXB9	0	0	0	1
2335	5328	FN1	PLAU	0	0	0	1
4728	89941	NDUFS8	RHOT2	0	0	1	0
7280	90990	TUBB2A	KIFC2	0	0	0	1
7186	83707	TRAF2	TRPT1	1	0	0	0
3113	4696	HLA-DPA1	NDUFA3	0	0	1	0
23550	116985	PSD4	ARAP1	0	0	0	1
27237	84033	ARHGEF16	OBSCN	0	0	0	1
2091	6208	FBL	RPS14	0	0	1	0
11098	60	PRSS23	ACTB	0	0	1	0
23648	8543	SSBP3	LMO4	0	0	1	0
6303	11161	SAT1	C14orf1	1	0	0	0
2214	3500	FCGR3A	IGHG1	1	0	0	0
4223	8260	MEOX2	NAA10	1	0	0	0
84661	9129	DPY30	PRPF3	1	0	0	0
2774	11069	GNAL	RAPGEF4	0	0	0	1
3646	4676	EIF3E	NAP1L4	0	0	1	0
3235	3236	HOXD9	HOXD10	0	0	0	1
11243	51003	PMF1	MED31	1	0	0	0
4223	64795	MEOX2	RMND5A	1	0	0	0
10921	55234	RNPS1	SMU1	0	0	1	0
762	771	CA4	CA12	0	0	0	1
65243	125115	ZFP69B	KRT40	1	0	0	0
3326	9628	HSP90AB1	RGS6	1	0	0	0
51506	266971	UFC1	PIPSL	0	0	1	0
51388	84445	NIP7	LZTS2	1	0	0	0
3881	114971	KRT31	PTPMT1	1	0	0	0
3204	3209	HOXA7	HOXA13	0	0	0	1
6654	22931	SOS1	RAB18	0	0	0	1
6819	27233	SULT1C2	SULT1C4	0	0	1	1
9371	57576	KIF3B	KIF17	0	0	0	1
6141	6202	RPL18	RPS8	0	0	1	0
9191	9330	DEDD	GTF3C3	1	0	0	0
2246	2248	FGF1	FGF3	0	0	0	1
11030	128977	RBPMS	C22orf39	1	0	0	0
5947	5948	RBP1	RBP2	0	0	0	1
5780	116173	PTPN9	CMTM5	1	0	0	0
143	3683	PARP4	ITGAL	0	0	0	1
3276	55093	PRMT1	WDYHV1	1	0	0	0
1937	57664	EEF1G	PLEKHA4	1	0	0	0
149371	376267	EXOC8	RAB15	0	0	0	1
177	7423	AGER	VEGFB	0	0	0	1
84062	167838	DTNBP1	TXLNB	1	0	1	0
3881	55138	KRT31	FAM90A1	1	0	0	0
55584	57506	CHRNA9	MAVS	0	0	1	0
3309	3609	HSPA5	ILF3	0	0	1	0
8663	60488	EIF3C	MRPS35	0	0	1	0
7158	9043	TP53BP1	SPAG9	1	0	0	0
6327	5792	SCN2B	PTPRF	0	0	1	0
81833	284069	SPACA1	FAM171A2	0	0	1	0
5678	4747	PSG9	NEFL	0	0	1	0
5152	22954	PDE9A	TRIM32	1	0	0	0
3265	51552	HRAS	RAB14	0	0	0	1
25876	125115	SPEF1	KRT40	1	0	0	0
6430	10236	SRSF5	HNRNPR	0	0	1	0
10376	347733	TUBA1B	TUBB2B	0	0	1	1
11117	27018	EMILIN1	NGFRAP1	1	0	0	0
4802	6882	NFYC	TAF11	0	0	0	1
890	27085	CCNA2	MTBP	0	0	1	0
2176	7184	FANCC	HSP90B1	1	0	0	0
3275	63948	PRMT2	DMRTB1	1	0	0	0
3643	4919	INSR	ROR1	0	0	0	1
9868	10452	TOMM70A	TOMM40	0	0	1	0
4893	5894	NRAS	RAF1	1	0	0	1
5702	9138	PSMC3	ARHGEF1	0	0	1	0
2160	2161	F11	F12	0	0	0	1
63904	150290	DUSP21	DUSP18	0	0	0	1
23313	55175	KIAA0930	KLHL11	0	0	1	0
54438	25885	GFOD1	POLR1A	0	0	1	0
7416	55833	VDAC1	UBAP2	0	0	1	0
525	1657	ATP6V1B1	DMXL1	0	0	1	0
30012	56751	TLX3	BARHL1	0	0	0	1
2886	53358	GRB7	SHC3	0	0	0	1
55584	7779	CHRNA9	SLC30A1	0	0	1	0
55145	138046	THAP1	RALYL	1	0	0	0
79618	140735	HMBOX1	DYNLL2	1	0	0	0
2020	4487	EN2	MSX1	0	0	0	1
5329	410	PLAUR	ARSA	0	0	1	0
1856	7718	DVL2	ZNF165	1	0	0	0
6867	60491	TACC1	NIF3L1	0	0	1	0
3157	5217	HMGCS1	PFN2	0	0	1	0
23144	55505	ZC3H3	NOP10	0	0	1	0
4841	10492	NONO	SYNCRIP	0	0	0	1
10053	8906	AP1M2	AP1G2	0	0	1	0
2019	3216	EN1	HOXB6	0	0	0	1
57335	386680	ZNF286A	KRTAP10-5	1	0	0	0
3667	59338	IRS1	PLEKHA1	0	0	0	1
4293	11184	MAP3K9	MAP4K1	0	0	0	1
2091	4675	FBL	NAP1L3	0	0	1	0
11035	3105	RIPK3	HLA-A	0	0	1	0
25917	51504	THUMPD3	TRMT112	0	0	1	0
55506	85236	H2AFY2	HIST1H2BK	0	0	0	1
2275	84708	FHL3	LNX1	1	0	0	0
1400	6362	CRMP1	CCL18	1	0	0	0
657	3643	BMPR1A	INSR	0	0	0	1
9584	55145	RBM39	THAP1	1	0	0	0
7186	8915	TRAF2	BCL10	1	0	0	0
4001	9188	LMNB1	DDX21	0	0	1	0
9094	55643	UNC119	BTBD2	1	0	0	0
10562	200895	OLFM4	DHFRL1	0	0	1	0
4188	200014	MDFI	CC2D1B	1	0	0	0
6925	147700	TCF4	KLC3	1	0	0	0
7247	51699	TSN	VPS29	0	0	1	0
55692	23107	LUC7L	MRPS27	0	0	1	0
940	3383	CD28	ICAM1	0	0	0	1
8544	23013	PIR	SPEN	0	0	1	0
23313	7486	KIAA0930	WRN	0	0	1	0
3643	3667	INSR	IRS1	1	0	0	0
53833	10874	IL20RB	NMU	0	0	1	0
23229	53917	ARHGEF9	RAB24	0	0	0	1
5360	5908	PLTP	RAP1B	0	0	1	0
5341	23136	PLEK	EPB41L3	0	0	0	1
9112	3839	MTA1	KPNA3	0	0	1	0
4478	9329	MSN	GTF3C4	0	0	1	0
292	6168	SLC25A5	RPL37A	0	0	1	0
3801	347688	KIFC3	TUBB8	0	0	0	1
2104	6258	ESRRG	RXRG	0	0	0	1
89978	91749	DPH6	KIAA1919	0	0	1	0
6500	51074	SKP1	APIP	1	0	0	0
9025	23543	RNF8	RBFOX2	1	0	0	0
65003	220963	MRPL11	SLC16A9	1	0	0	0
23543	66037	RBFOX2	BOLL	1	0	0	0
3920	4176	LAMP2	MCM7	0	0	1	0
55081	90410	IFT57	IFT20	0	1	1	0
669	3069	BPGM	HDLBP	0	0	1	0
5864	56270	RAB3A	WDR45B	0	0	1	0
3726	55509	JUNB	BATF3	1	0	0	0
3236	60529	HOXD10	ALX4	0	0	0	1
4114	5510	MAGEB3	PPP1R7	0	0	1	0
4223	11142	MEOX2	PKIG	1	0	0	0
1026	22806	CDKN1A	IKZF3	1	0	0	0
64782	386681	AEN	KRTAP10-8	1	0	0	0
6201	6209	RPS7	RPS15	0	0	1	0
801	817	CALM1	CAMK2D	1	0	0	0
81628	5910	TSC22D4	RAP1GDS1	0	0	1	0
8350	440093	HIST1H3A	H3F3C	0	0	0	1
7322	51529	UBE2D2	ANAPC11	0	0	0	1
3651	5307	PDX1	PITX1	0	0	0	1
1137	1141	CHRNA4	CHRNB2	0	0	0	1
83755	9075	KRTAP4-12	CLDN2	1	0	0	0
2033	10980	EP300	COPS6	1	0	0	0
10371	57556	SEMA3A	SEMA6A	0	0	0	1
9770	6789	RASSF2	STK4	0	0	1	0
5187	11030	PER1	RBPMS	1	0	0	0
51194	84812	IPO11	PLCD4	1	0	0	0
7325	58155	UBE2E2	PTBP2	0	0	1	0
9500	80125	MAGED1	CCDC33	1	0	0	0
11020	54769	IFT27	DIRAS2	0	0	0	1
3516	8850	RBPJ	KAT2B	1	0	0	0
5687	285093	PSMA6	RTP5	1	0	0	0
9256	342667	BZRAP1	STAC2	0	0	0	1
11007	138046	CCDC85B	RALYL	1	0	0	0
5013	353139	OTX1	LCE2A	1	0	0	0
7589	386676	ZSCAN21	KRTAP10-9	1	0	0	0
4356	7186	MPP3	TRAF2	1	0	0	0
8560	6830	DEGS1	SUPT6H	0	0	1	0
4987	6752	OPRL1	SSTR2	0	0	0	1
2011	10494	MARK2	STK25	0	0	0	1
5292	22890	PIM1	ZBTB1	1	0	0	0
29079	200081	MED4	TXLNA	1	0	0	0
7324	9025	UBE2E1	RNF8	1	0	0	1
3266	121268	ERAS	RHEBL1	0	0	0	1
4241	388677	MFI2	NOTCH2NL	1	0	0	0
3609	6124	ILF3	RPL4	0	0	1	0
2801	3854	GOLGA2	KRT6B	1	0	0	0
6938	89927	TCF12	C16orf45	1	0	0	0
5058	171177	PAK1	RHOV	0	0	0	1
3927	6925	LASP1	TCF4	1	0	0	0
10269	55333	ZMPSTE24	SYNJ2BP	0	0	1	0
10096	10109	ACTR3	ARPC2	1	0	1	1
27128	57159	CYTH4	TRIM54	1	0	0	0
4317	7076	MMP8	TIMP1	0	0	0	1
150472	6787	CBWD2	NEK4	0	0	1	0
5865	5869	RAB3B	RAB5B	0	0	0	1
5584	23499	PRKCI	MACF1	0	0	0	1
23362	59338	PSD3	PLEKHA1	0	0	0	1
10902	55193	BRD8	PBRM1	0	0	0	1
54811	90933	ZNF562	TRIM41	0	0	1	0
468	2874	ATF4	GPS2	1	0	0	0
3301	6709	DNAJA1	SPTAN1	0	0	1	0
284427	79731	SLC25A41	NARS2	0	0	1	0
4811	27036	NID1	SIGLEC7	0	0	0	1
54535	80705	CCHCR1	TSGA10	1	0	0	0
79666	91703	PLEKHF2	ACY3	1	0	0	0
3550	6829	IK	SUPT5H	1	0	0	0
60401	7187	EDA2R	TRAF3	0	0	1	0
11315	25824	PARK7	PRDX5	0	0	1	0
55655	260434	NLRP2	PYDC1	0	0	0	1
387	9588	RHOA	PRDX6	0	0	1	0
5321	9180	PLA2G4A	OSMR	0	0	0	1
4223	26511	MEOX2	CHIC2	1	0	0	0
79930	80301	DOK3	PLEKHO2	0	0	0	1
8631	5077	SKAP1	PAX3	0	0	1	0
3268	64744	AGFG2	SMAP2	0	0	0	1
5879	23647	RAC1	ARFIP2	1	0	0	0
9961	128866	MVP	CHMP4B	0	0	1	0
4322	64066	MMP13	MMP27	0	0	0	1
92	4092	ACVR2A	SMAD7	0	0	0	1
3846	386677	KRTAP5-9	KRTAP10-1	1	0	0	0
25791	80243	NGEF	PREX2	0	0	0	1
10966	53916	RAB40B	RAB4B	0	0	0	1
7080	7849	NKX2-1	PAX8	0	0	0	1
22998	80311	LIMCH1	KLHL15	0	0	1	0
10773	112939	ZBTB6	NACC1	1	0	0	0
3791	7424	KDR	VEGFC	1	0	0	1
79178	8225	THTPA	GTPBP6	0	0	1	0
357	56288	SHROOM2	PARD3	0	0	0	1
6160	10236	RPL31	HNRNPR	0	0	1	0
55294	257218	FBXW7	SHPRH	1	0	0	0
5499	65125	PPP1CA	WNK1	1	0	0	0
4824	5081	NKX3-1	PAX7	0	0	0	1
23673	7586	STX12	ZKSCAN1	0	0	1	0
6256	81857	RXRA	MED25	1	0	0	0
7157	54819	TP53	ZCCHC10	1	0	0	0
6877	6881	TAF5	TAF10	0	0	1	0
8349	286436	HIST2H2BE	H2BFM	0	0	0	1
10488	55092	CREB3	TMEM51	1	0	0	0
10197	25828	PSME3	TXN2	1	0	0	0
5914	6095	RARA	RORA	0	0	0	1
10573	54534	MRPL28	MRPL50	0	0	1	0
1508	1521	CTSB	CTSW	0	0	0	1
6146	6202	RPL22	RPS8	0	0	1	0
27339	84675	PRPF19	TRIM55	0	0	1	0
4824	25806	NKX3-1	VAX2	0	0	0	1
7168	9696	TPM1	CROCC	0	0	1	0
163	1213	AP2B1	CLTC	1	0	0	0
9240	114793	PNMA1	FMNL2	1	0	0	0
80342	89885	TRAF3IP3	FATE1	1	0	0	0
9892	22985	SNAP91	ACIN1	0	0	1	0
6133	7415	RPL9	VCP	1	0	0	0
3226	56033	HOXC10	BARX1	0	0	0	1
9815	653268	GIT2	AGAP7P	0	0	0	1
2669	24144	GEM	TFIP11	1	0	0	0
111	2983	ADCY5	GUCY1B3	0	0	0	1
902	10403	CCNH	NDC80	1	0	0	0
3835	10989	KIF22	IMMT	1	0	0	0
7518	501	XRCC4	ALDH7A1	0	0	1	0
90	2661	ACVR1	GDF9	0	0	0	1
9519	11021	TBPL1	RAB35	1	0	0	0
64105	114932	CENPK	MRFAP1L1	1	0	0	0
9045	23378	RPL14	RRP8	0	0	1	0
1294	3385	COL7A1	ICAM3	0	0	0	1
1394	1812	CRHR1	DRD1	0	0	0	1
112849	85458	L3HYPDH	DIXDC1	0	0	1	0
79843	386675	FAM124B	KRTAP10-7	1	0	0	0
5878	23433	RAB5C	RHOQ	0	0	0	1
7879	22931	RAB7A	RAB18	0	0	0	1
284680	129450	C1orf111	TYW5	0	0	1	0
7124	9334	TNF	B4GALT5	0	0	1	0
9632	10427	SEC24C	SEC24B	0	0	0	1
3569	3589	IL6	IL11	0	0	0	1
6181	6194	RPLP2	RPS6	0	0	1	0
57542	117178	KLHL42	SSX2IP	1	0	0	0
3201	3216	HOXA4	HOXB6	0	0	0	1
1499	9821	CTNNB1	RB1CC1	1	0	0	0
201456	10956	FBXO15	OS9	0	0	1	0
55843	57381	ARHGAP15	RHOJ	0	0	0	1
8341	55766	HIST1H2BN	H2AFJ	0	0	0	1
9775	10772	EIF4A3	SRSF10	0	0	1	0
3676	3691	ITGA4	ITGB4	0	0	0	1
9113	64112	LATS1	MOAP1	1	0	0	0
23580	54059	CDC42EP4	YBEY	0	0	1	0
868	7322	CBLB	UBE2D2	1	0	0	0
2859	3958	GPR35	LGALS3	0	0	1	0
5341	54443	PLEK	ANLN	0	0	0	1
8301	9871	PICALM	SEC24D	0	0	1	0
7923	10170	HSD17B8	DHRS9	0	0	0	1
22828	27332	SCAF8	ZNF638	0	0	0	1
4100	4675	MAGEA1	NAP1L3	0	0	1	0
1018	1027	CDK3	CDKN1B	0	0	1	0
10095	10092	ARPC1B	ARPC5	0	0	1	0
3964	6505	LGALS8	SLC1A1	0	0	1	0
2947	2948	GSTM3	GSTM4	1	0	1	0
4703	5921	NEB	RASA1	0	0	0	1
10241	64783	CALCOCO2	RBM15	1	0	0	0
7307	10284	U2AF1	SAP18	0	0	1	0
6477	56243	SIAH1	KIAA1217	1	0	0	0
1665	10482	DHX15	NXF1	0	0	1	0
9227	283458	LRAT	NME2P1	0	0	1	0
2801	80108	GOLGA2	ZFP2	1	0	0	0
399	55183	RHOH	RIF1	1	0	0	0
2161	5328	F12	PLAU	0	0	0	1
5663	5689	PSEN1	PSMB1	1	0	0	0
8687	127703	KRT38	C1orf216	1	0	0	0
118881	158	COMTD1	ADSL	0	0	1	0
2242	10155	FES	TRIM28	1	0	0	0
5340	58495	PLG	OVOL2	0	0	0	1
6280	8467	S100A9	SMARCA5	0	0	1	0
10273	27338	STUB1	UBE2S	0	0	0	1
1457	4676	CSNK2A1	NAP1L4	0	0	1	0
6141	6217	RPL18	RPS16	0	0	1	0
54107	54108	POLE3	CHRAC1	1	0	0	0
3214	8538	HOXB4	BARX2	0	0	0	1
9913	129685	SUPT7L	TAF8	1	0	0	0
5977	6603	DPF2	SMARCD2	0	0	1	0
9240	55503	PNMA1	TRPV6	1	0	0	0
7278	7280	TUBA3C	TUBB2A	0	0	0	1
84866	9254	TMEM25	CACNA2D2	0	0	1	0
5893	7486	RAD52	WRN	1	0	0	0
25980	23020	AAR2	SNRNP200	0	0	1	0
6464	6714	SHC1	SRC	1	0	0	0
6224	6228	RPS20	RPS23	0	0	1	0
1746	5013	DLX2	OTX1	0	0	0	1
9584	353323	RBM39	KRTAP12-2	1	0	0	0
5413	151011	SEPT5	SEPT10	1	0	1	0
55610	6293	CCDC132	VPS52	0	0	1	0
9092	10284	SART1	SAP18	0	0	1	0
8935	160851	SKAP2	DGKH	0	0	0	1
54148	51263	MRPL39	MRPL30	0	0	1	0
1991	7035	ELANE	TFPI	0	0	0	1
2773	5864	GNAI3	RAB3A	0	0	0	1
2130	79036	EWSR1	KXD1	1	0	0	0
6909	6926	TBX2	TBX3	0	0	0	1
79187	57707	FSD1	TLDC1	0	0	1	0
6117	7157	RPA1	TP53	1	0	0	0
23682	81876	RAB38	RAB1B	0	0	0	1
54971	128872	BANP	HMGB3P1	1	0	0	0
83593	125115	RASSF5	KRT40	1	0	0	0
6351	6367	CCL4	CCL22	0	0	0	1
3055	55750	HCK	AGK	1	0	0	0
55584	253558	CHRNA9	LCLAT1	0	0	1	0
4302	386681	MLLT6	KRTAP10-8	1	0	0	0
2670	120379	GFAP	PIH1D2	1	0	0	0
5864	22895	RAB3A	RPH3A	1	0	0	0
23582	286075	CCNDBP1	ZNF707	1	0	0	0
23095	51807	KIF1B	TUBA8	0	0	0	1
1543	9491	CYP1A1	PSMF1	0	0	1	0
211	5493	ALAS1	PPL	1	0	0	0
1902	347734	LPAR1	SLC35B2	0	0	1	0
3759	3763	KCNJ2	KCNJ6	0	0	0	1
23636	54474	NUP62	KRT20	1	0	0	0
1788	10472	DNMT3A	ZBTB18	1	0	0	0
9172	23125	MYOM2	CAMTA2	0	0	0	1
5320	8399	PLA2G2A	PLA2G10	0	0	0	1
395	57381	ARHGAP6	RHOJ	0	0	0	1
29937	645	NENF	BLVRB	0	0	1	0
3716	4067	JAK1	LYN	0	0	0	1
5714	51377	PSMD8	UCHL5	1	0	0	0
1244	124995	ABCC2	MRPL10	0	0	1	0
8666	8667	EIF3G	EIF3H	1	0	1	0
166	9743	AES	ARHGAP32	1	0	0	0
1675	5653	CFD	KLK6	0	0	0	1
4188	57097	MDFI	PARP11	1	0	0	0
4726	157378	NDUFS6	TMEM65	0	0	1	0
23144	3024	ZC3H3	HIST1H1A	0	0	1	0
27338	51619	UBE2S	UBE2D4	0	0	0	1
83740	221613	H2AFB3	HIST1H2AA	0	0	0	1
6925	7678	TCF4	ZNF124	1	0	0	0
9500	26574	MAGED1	AATF	1	0	0	0
29948	388324	OSGIN1	INCA1	1	0	0	0
6626	8233	SNRPA	ZRSR2	0	0	0	1
25791	50618	NGEF	ITSN2	0	0	0	1
84174	84941	SLA2	HSH2D	0	0	0	1
112714	7203	TUBA3E	CCT3	0	0	1	0
29979	51619	UBQLN1	UBE2D4	0	0	0	1
23097	9969	CDK19	MED13	0	0	1	0
8260	81608	NAA10	FIP1L1	1	0	0	0
7917	55658	BAG6	RNF126	1	1	0	0
1832	9524	DSP	TECR	0	0	1	0
5170	5411	PDPK1	PNN	1	0	0	0
655	386680	BMP7	KRTAP10-5	1	0	0	0
7204	23229	TRIO	ARHGEF9	0	0	0	1
86	5082	ACTL6A	PDCL	0	0	1	0
8729	115827	GBF1	RAB3C	0	0	0	1
8110	6599	DPF3	SMARCC1	0	0	1	0
1956	7786	EGFR	MAP3K12	1	0	0	1
25837	27289	RAB26	RND1	0	0	0	1
128312	440093	HIST3H2BB	H3F3C	0	0	0	1
5063	8536	PAK3	CAMK1	0	0	0	1
7408	154796	VASP	AMOT	0	0	1	0
1161	27089	ERCC8	UQCRQ	1	0	0	0
9146	125115	HGS	KRT40	1	0	0	0
