Entrez_Id_1	Entrez_Id_2	Symbol_1	Symbol_2	Binary	BinarySingle	CoComplex	Prediction
25803	6522	SPDEF	SLC4A2	0	0	1	0
682	10988	BSG	METAP2	0	0	1	0
5684	116039	PSMA3	OSR2	1	0	0	0
5796	8692	PTPRK	HYAL2	0	0	1	0
55692	23534	LUC7L	TNPO3	0	0	1	0
5782	6464	PTPN12	SHC1	1	0	0	0
5631	1998	PRPS1	ELF2	0	0	1	0
238	5156	ALK	PDGFRA	0	0	0	1
79735	161514	TBC1D17	TBC1D21	0	0	0	1
1837	4643	DTNA	MYO1E	0	0	1	0
3223	5396	HOXC6	PRRX1	0	0	0	1
51003	55147	MED31	RBM23	1	0	0	0
51573	9497	GDE1	SLC4A7	0	0	1	0
51019	90410	CCDC53	IFT20	1	0	0	0
2319	65010	FLOT2	SLC26A6	0	0	1	0
22931	326624	RAB18	RAB37	0	0	0	1
1548	120227	CYP2A6	CYP2R1	0	0	0	1
7189	55743	TRAF6	CHFR	0	0	0	1
9817	54925	KEAP1	ZSCAN32	1	0	0	0
58477	6610	SRPRB	SMPD2	0	0	1	0
7159	8347	TP53BP2	HIST1H2BC	1	0	0	0
6627	23451	SNRPA1	SF3B1	0	0	1	0
11091	89801	WDR5	PPP1R3F	0	0	1	0
6228	64963	RPS23	MRPS11	0	0	1	0
146760	386682	RTN4RL1	KRTAP10-3	1	0	0	0
51073	65080	MRPL4	MRPL44	0	0	1	0
26511	5013	CHIC2	OTX1	1	0	0	0
4233	9093	MET	DNAJA3	1	0	0	0
1398	5921	CRK	RASA1	0	0	0	1
8874	23263	ARHGEF7	MCF2L	0	0	0	1
3881	51763	KRT31	INPP5K	1	0	0	0
22808	53917	MRAS	RAB24	0	0	0	1
6603	6605	SMARCD2	SMARCE1	0	0	1	0
5501	317762	PPP1CC	CCDC85C	0	0	1	0
5515	5516	PPP2CA	PPP2CB	0	0	0	1
3856	3881	KRT8	KRT31	1	0	0	0
8342	8349	HIST1H2BM	HIST2H2BE	0	0	0	1
27229	79991	TUBGCP4	OBFC1	1	0	0	0
79714	79887	CCDC51	PLBD1	0	0	1	0
23433	121512	RHOQ	FGD4	0	0	0	1
6477	51428	SIAH1	DDX41	1	0	0	0
55777	8894	MBD5	EIF2S2	0	0	1	0
613	2887	BCR	GRB10	1	0	0	0
7273	200539	TTN	ANKRD23	1	0	0	0
8705	11269	B3GALT4	DDX19B	1	0	0	0
10567	84708	RABAC1	LNX1	1	1	0	0
6651	9188	SON	DDX21	0	0	1	0
10190	79959	TXNDC9	CEP76	1	0	0	0
51377	283899	UCHL5	INO80E	0	0	1	0
3107	493856	HLA-C	CISD2	0	0	1	0
1660	113510	DHX9	HELQ	0	0	1	0
5688	5706	PSMA7	PSMC6	0	0	1	0
291	220717	SLC25A4	RPLP0P6	0	0	1	0
10801	151011	SEPT9	SEPT10	0	0	0	1
51807	55614	TUBA8	KIF16B	0	0	0	1
6612	23551	SUMO3	RASD2	0	0	0	1
23559	4718	WBP1	NDUFC2	0	0	1	0
80301	9064	PLEKHO2	MAP3K6	0	0	1	0
4122	51631	MAN2A2	LUC7L2	1	0	0	0
5996	85397	RGS1	RGS8	0	0	0	1
4747	29922	NEFL	NME7	1	0	0	0
5870	285282	RAB6A	RABL3	0	0	0	1
10573	51264	MRPL28	MRPL27	0	0	1	0
2268	3326	FGR	HSP90AB1	1	0	0	0
5708	134510	PSMD2	UBLCP1	1	0	0	0
8788	2260	DLK1	FGFR1	0	0	1	0
5176	9852	SERPINF1	EPM2AIP1	1	0	0	0
1263	5451	PLK3	POU2F1	1	0	0	0
91056	9260	AP5B1	PDLIM7	1	0	0	0
79770	84889	TXNDC15	SLC7A3	0	0	1	0
57602	9778	USP36	KIAA0232	0	0	1	0
2661	5272	GDF9	SERPINB9	1	0	0	0
1207	6628	CLNS1A	SNRPB	1	0	0	0
11326	25896	VSIG4	INTS7	0	0	1	0
3226	3239	HOXC10	HOXD13	0	0	0	1
3627	6374	CXCL10	CXCL5	0	0	0	1
3964	10241	LGALS8	CALCOCO2	1	0	1	0
27089	81037	UQCRQ	CLPTM1L	0	0	1	0
2101	5465	ESRRA	PPARA	0	0	0	1
7040	26585	TGFB1	GREM1	0	0	0	1
120939	987	TMEM52B	LRBA	0	0	1	0
7205	388324	TRIP6	INCA1	1	0	0	0
11338	6426	U2AF2	SRSF1	1	0	0	0
1846	338599	DUSP4	DUPD1	0	0	0	1
4215	7335	MAP3K3	UBE2V1	0	0	0	1
2773	2788	GNAI3	GNG7	0	0	1	0
5413	23176	SEPT5	SEPT8	1	0	0	0
386676	388677	KRTAP10-9	NOTCH2NL	1	0	0	0
3308	3312	HSPA4	HSPA8	0	0	1	1
657	7048	BMPR1A	TGFBR2	0	0	0	1
208	6789	AKT2	STK4	0	0	0	1
6897	79020	TARS	C7orf25	1	0	0	0
509	523	ATP5C1	ATP6V1A	0	0	1	0
24137	84617	KIF4A	TUBB6	0	0	0	1
84708	114932	LNX1	MRFAP1L1	1	0	0	0
4759	5195	NEU2	PEX14	0	0	1	0
3017	440093	HIST1H2BD	H3F3C	0	0	0	1
3832	203068	KIF11	TUBB	0	0	0	1
55791	56144	LRIF1	PCDHA4	1	0	0	0
55742	3105	PARVA	HLA-A	0	0	1	0
3608	10492	ILF2	SYNCRIP	0	0	1	0
9609	25837	RAB36	RAB26	0	0	0	1
51807	347240	TUBA8	KIF24	0	0	0	1
1457	123169	CSNK2A1	LEO1	0	0	1	0
983	3832	CDK1	KIF11	1	0	0	0
1482	3196	NKX2-5	TLX2	0	0	0	1
506	1743	ATP5B	DLST	0	0	1	0
3012	25842	HIST1H2AE	ASF1A	0	0	0	1
217	2244	ALDH2	FGB	0	0	1	0
2045	2185	EPHA7	PTK2B	0	0	0	1
11098	23310	PRSS23	NCAPD3	1	0	0	0
79701	7205	OGFOD3	TRIP6	0	0	1	0
5568	5577	PRKACG	PRKAR2B	0	0	0	1
6442	221496	SGCA	LEMD2	0	0	1	0
6202	10523	RPS8	CHERP	0	0	1	0
9112	202559	MTA1	KHDRBS2	1	0	0	0
5110	9406	PCMT1	ZRANB2	0	0	1	0
5925	7799	RB1	PRDM2	1	0	0	0
4109	84250	MAGEA10	ANKRD32	0	0	1	0
11100	51606	HNRNPUL1	ATP6V1H	0	0	1	0
2534	10278	FYN	EFS	1	0	0	0
3281	6238	HSBP1	RRBP1	0	0	1	0
3055	3702	HCK	ITK	0	0	0	1
6327	54536	SCN2B	EXOC6	0	0	1	0
1716	2776	DGUOK	GNAQ	0	0	1	0
6602	9274	SMARCD1	BCL7C	0	0	1	0
85403	259266	EAF1	ASPM	0	0	1	0
2353	2791	FOS	GNG11	1	0	0	0
3326	5581	HSP90AB1	PRKCE	1	0	0	0
3881	83640	KRT31	FAM103A1	1	0	0	0
6729	7023	SRP54	TFAP4	0	0	1	0
5818	57863	PVRL1	CADM3	0	0	0	1
1856	79753	DVL2	SNIP1	1	0	0	0
10535	79621	RNASEH2A	RNASEH2B	0	1	1	0
115948	28952	CCDC151	CCDC22	0	0	1	0
266812	81565	NAP1L5	NDEL1	0	0	1	0
3766	22820	KCNJ10	COPG1	0	0	1	0
8936	55854	WASF1	ZC3H15	0	0	1	0
6293	9099	VPS52	USP2	1	0	0	0
7277	56604	TUBA4A	TUBB7P	0	0	1	1
404216	5188	LINC01561	GATB	0	0	1	0
375056	64175	MIA3	P3H1	0	0	1	0
81	1499	ACTN4	CTNNB1	1	0	0	0
5300	140890	PIN1	SREK1	1	0	0	0
3155	37	HMGCL	ACADVL	0	0	1	0
2263	3932	FGFR2	LCK	0	0	0	1
8506	9369	CNTNAP1	NRXN3	0	0	0	1
124056	653361	NOXO1	NCF1	0	0	0	1
1499	8851	CTNNB1	CDK5R1	1	0	0	0
3113	29940	HLA-DPA1	DSE	0	0	1	0
23550	116986	PSD4	AGAP2	0	0	0	1
8997	115827	KALRN	RAB3C	0	0	0	1
6233	220717	RPS27A	RPLP0P6	0	0	1	0
6188	6201	RPS3	RPS7	0	0	1	0
5028	6010	P2RY1	RHO	0	0	0	1
2130	55297	EWSR1	CCDC91	1	0	0	0
3576	6351	CXCL8	CCL4	0	0	0	1
7113	164656	TMPRSS2	TMPRSS6	0	0	0	1
6386	55007	SDCBP	FAM118A	1	0	0	0
10956	23421	OS9	ITGB3BP	1	0	0	0
78990	84445	OTUB2	LZTS2	1	0	0	0
27076	23446	LYPD3	SLC44A1	0	0	1	0
701	8737	BUB1B	RIPK1	0	0	0	1
11267	23386	SNF8	NUDCD3	0	0	1	0
10488	60343	CREB3	FAM3A	1	0	0	0
5500	7159	PPP1CB	TP53BP2	1	0	0	0
3191	4358	HNRNPL	MPV17	0	0	1	0
1454	28951	CSNK1E	TRIB2	0	0	0	1
6883	8294	TAF12	HIST1H4I	0	0	0	1
57604	6197	KIAA1456	RPS6KA3	0	0	1	0
1277	113246	COL1A1	C12orf57	0	0	1	0
25953	54808	PNKD	DYM	0	0	1	0
2039	6710	DMTN	SPTB	0	0	0	1
1915	4904	EEF1A1	YBX1	0	0	1	0
26262	2697	TSPAN17	GJA1	0	0	1	0
5687	10291	PSMA6	SF3A1	0	0	1	0
27285	10988	TEKT2	METAP2	0	0	1	0
267	7334	AMFR	UBE2N	1	0	0	0
2066	3716	ERBB4	JAK1	0	0	0	1
1616	22938	DAXX	SNW1	1	0	0	0
8417	6810	STX7	STX4	0	0	1	0
5013	388818	OTX1	KRTAP26-1	1	0	0	0
6141	6207	RPL18	RPS13	0	0	1	0
79734	348180	KCTD17	CTU2	0	0	1	0
6349	6846	CCL3L1	XCL2	0	0	0	1
713	23127	C1QB	COLGALT2	0	0	1	0
83795	51599	KCNK16	LSR	0	0	1	0
84881	121457	RPUSD4	IKBIP	0	0	1	0
2017	8801	CTTN	SUCLG2	0	0	1	0
8369	8970	HIST1H4G	HIST1H2BJ	0	0	0	1
79961	3304	DENND2D	HSPA1B	0	0	1	0
64377	2091	CHST8	FBL	0	0	1	0
170572	4245	HTR3C	MGAT1	0	0	1	0
8290	25842	HIST3H3	ASF1A	0	0	0	1
5590	54899	PRKCZ	PXK	0	0	0	1
8987	147872	STBD1	CCDC155	1	0	0	0
22846	3305	VASH1	HSPA1L	0	0	1	0
2050	3643	EPHB4	INSR	0	0	0	1
401	3226	PHOX2A	HOXC10	0	0	0	1
6603	64718	SMARCD2	UNKL	1	0	0	0
113878	51440	DTX2	HPCAL4	1	0	0	0
84960	613	CCDC183	BCR	0	0	1	0
83897	9319	KRTAP3-2	TRIP13	1	0	0	0
5788	26469	PTPRC	PTPN18	0	0	0	1
4804	6297	NGFR	SALL2	1	0	0	0
2554	2564	GABRA1	GABRE	0	0	0	1
144811	5515	LACC1	PPP2CA	0	0	1	0
55026	84959	TMEM255A	UBASH3B	0	0	1	0
9883	11030	POM121	RBPMS	1	0	0	0
6938	55577	TCF12	NAGK	1	0	0	0
284161	3240	GDPD1	HP	0	0	1	0
23204	79038	ARL6IP1	ZFYVE21	1	0	0	0
26354	220717	GNL3	RPLP0P6	0	0	1	0
55623	80324	THUMPD1	PUS1	0	0	1	0
23524	27316	SRRM2	RBMX	0	0	1	0
3683	150372	ITGAL	NFAM1	0	0	0	1
25953	55559	PNKD	HAUS7	0	0	1	0
6122	6138	RPL3	RPL15	0	0	1	0
7347	85451	UCHL3	UNK	0	0	1	0
55692	55274	LUC7L	PHF10	0	0	1	0
1230	10672	CCR1	GNA13	0	0	1	0
164	6855	AP1G1	SYP	1	0	0	0
29088	64983	MRPL15	MRPL32	0	0	1	0
8666	27335	EIF3G	EIF3K	0	0	1	0
4223	353139	MEOX2	LCE2A	1	0	0	0
10488	22845	CREB3	DOLK	1	0	0	0
3201	23314	HOXA4	SATB2	0	0	0	1
10618	478	TGOLN2	ATP1A3	0	0	1	0
3159	5036	HMGA1	PA2G4	1	0	0	0
10919	146540	EHMT2	ZNF785	1	0	0	0
2247	9965	FGF2	FGF19	0	0	0	1
26262	284996	TSPAN17	RNF149	0	0	1	0
1072	10486	CFL1	CAP2	0	0	1	0
8687	23028	KRT38	KDM1A	1	0	0	0
8481	9737	OFD1	GPRASP1	1	0	0	0
3692	78987	EIF6	CRELD1	1	0	0	0
5140	10411	PDE3B	RAPGEF3	1	0	0	0
8349	8350	HIST2H2BE	HIST1H3A	0	0	0	1
6496	7080	SIX3	NKX2-1	0	0	0	1
11275	55319	KLHL2	TMA16	1	0	0	0
51209	116988	RAB9B	AGAP3	0	0	0	1
64395	3713	GMCL1	IVL	0	0	1	0
5093	730211	PCBP1	HSP90AA5P	0	0	1	0
79930	7174	DOK3	TPP2	0	0	1	0
6901	121227	TAZ	LRIG3	0	0	1	0
5465	10062	PPARA	NR1H3	1	0	0	1
208	10580	AKT2	SORBS1	0	0	0	1
26532	81889	OR10H3	FAHD1	0	0	1	0
84248	2787	FYTTD1	GNG5	0	0	1	0
658	2658	BMPR1B	GDF2	0	0	0	1
10653	23181	SPINT2	DIP2A	0	0	1	0
1459	23429	CSNK2A2	RYBP	0	0	1	0
23632	55763	CA14	EXOC1	0	0	1	0
9698	22929	PUM1	SEPHS1	0	0	1	0
10190	374355	TXNDC9	CCDC172	1	0	0	0
5733	54884	PTGER3	RETSAT	0	0	1	0
6804	26276	STX1A	VPS33B	0	0	0	1
80028	388677	FBXL18	NOTCH2NL	1	0	0	0
8683	22913	SRSF9	RALY	0	0	0	1
1237	2864	CCR8	FFAR1	0	0	0	1
51100	139341	SH3GLB1	FUNDC1	1	0	0	0
3111	3140	HLA-DOA	MR1	0	0	0	1
79065	91694	ATG9A	LONRF1	1	0	0	0
6157	140801	RPL27A	RPL10L	0	0	1	0
5864	9545	RAB3A	RAB3D	0	0	0	1
23601	7105	CLEC5A	TSPAN6	0	0	1	0
3162	7368	HMOX1	UGT8	0	0	1	0
5493	285753	PPL	CEP57L1	1	0	0	0
6320	8021	CLEC11A	NUP214	0	0	1	0
55630	89944	SLC39A4	GLB1L2	0	0	1	0
3728	55093	JUP	WDYHV1	1	0	0	0
24144	64745	TFIP11	METTL17	1	0	0	0
59349	163183	KLHL12	SYNE4	1	0	0	0
253012	5792	HEPACAM2	PTPRF	0	0	1	0
4100	1915	MAGEA1	EEF1A1	0	0	1	0
7080	145258	NKX2-1	GSC	0	0	0	1
5546	79035	PRCC	NABP2	0	0	1	0
55081	90417	IFT57	KNSTRN	0	0	1	0
23118	89891	TAB2	WDR34	1	0	0	0
9877	55787	ZC3H11A	TXLNG	0	0	1	0
9203	11169	ZMYM3	WDHD1	0	0	1	0
9584	22913	RBM39	RALY	0	0	1	0
3608	79590	ILF2	MRPL24	0	0	1	0
2638	55183	GC	RIF1	1	0	0	0
7323	11074	UBE2D3	TRIM31	1	0	0	0
826	4733	CAPNS1	DRG1	1	0	0	0
7278	23046	TUBA3C	KIF21B	0	0	0	1
6997	54994	TDGF1	GID8	0	0	1	0
5456	64843	POU3F4	ISL2	0	0	0	1
84197	25875	POMK	LETMD1	0	0	1	0
10640	149371	EXOC5	EXOC8	0	0	1	0
84066	51702	TEX35	PADI3	0	0	1	0
10382	23046	TUBB4A	KIF21B	0	0	0	1
84960	64770	CCDC183	CCDC14	0	0	1	0
6421	26519	SFPQ	TIMM10	0	0	1	0
6613	56901	SUMO2	NDUFA4L2	1	0	0	0
114882	114885	OSBPL8	OSBPL11	0	0	0	1
7283	10382	TUBG1	TUBB4A	0	0	0	1
4043	5496	LRPAP1	PPM1G	1	0	0	0
3910	5764	LAMA4	PTN	1	0	0	0
5867	6093	RAB4A	ROCK1	0	0	0	1
3991	55968	LIPE	NSFL1C	1	0	0	0
11326	29126	VSIG4	CD274	0	0	0	1
6477	27101	SIAH1	CACYBP	1	0	0	0
3835	84790	KIF22	TUBA1C	0	0	0	1
55172	8340	DNAAF2	HIST1H2BL	0	0	1	0
5394	26019	EXOSC10	UPF2	1	0	0	0
23281	57474	MTUS2	ZNF490	1	0	0	0
8241	9939	RBM10	RBM8A	0	0	0	1
6146	220717	RPL22	RPLP0P6	0	0	1	0
81567	85291	TXNDC5	KRTAP4-2	1	0	0	0
7454	57381	WAS	RHOJ	1	0	0	1
4734	6338	NEDD4	SCNN1B	1	0	0	0
9473	388677	THEMIS2	NOTCH2NL	1	0	0	0
4904	6633	YBX1	SNRPD2	0	0	1	0
126868	246329	MAB21L3	STAC3	1	0	0	0
51285	89941	RASL12	RHOT2	0	0	0	1
6817	9406	SULT1A1	ZRANB2	0	0	1	0
84294	386676	UTP23	KRTAP10-9	1	0	0	0
6390	28956	SDHB	LAMTOR2	0	0	1	0
8290	317772	HIST3H3	HIST2H2AB	0	0	0	1
10160	23362	FARP1	PSD3	0	0	0	1
1909	4170	EDNRA	MCL1	0	0	1	0
80097	114791	MZT2B	TUBGCP5	0	0	1	0
55588	55684	MED29	RABL6	0	0	1	0
2212	328	FCGR2A	APEX1	0	0	1	0
9045	84186	RPL14	ZCCHC7	0	0	1	0
6429	8683	SRSF4	SRSF9	0	0	0	1
9987	8761	HNRNPDL	PABPC4	0	0	1	0
134637	113179	ADAT2	ADAT3	0	0	1	0
54716	386682	SLC6A20	KRTAP10-3	1	0	0	0
255626	10524	HIST1H2BA	KAT5	0	0	1	0
3576	5196	CXCL8	PF4	0	0	0	1
390	5912	RND3	RAP2B	0	0	0	1
353174	56262	ZACN	LRRC8A	0	0	1	0
27	1398	ABL2	CRK	1	0	0	0
3423	26273	IDS	FBXO3	0	0	1	0
7186	7597	TRAF2	ZBTB25	1	0	0	0
2248	2251	FGF3	FGF6	0	0	0	1
23020	23450	SNRNP200	SF3B3	0	0	1	0
8340	8349	HIST1H2BL	HIST2H2BE	0	0	0	1
10535	27158	RNASEH2A	NDOR1	0	0	1	0
54763	285753	ROPN1	CEP57L1	1	0	0	0
2101	8204	ESRRA	NRIP1	1	0	0	0
5501	55607	PPP1CC	PPP1R9A	0	0	1	0
4736	6230	RPL10A	RPS25	0	0	1	0
284680	90799	C1orf111	CEP95	0	0	1	0
57142	140576	RTN4	S100A16	0	0	1	0
54575	10956	UGT1A10	OS9	0	0	1	0
127495	51474	LRRC39	LIMA1	0	0	1	0
5987	114971	TRIM27	PTPMT1	1	0	0	0
343263	22874	MYBPHL	PLEKHA6	0	0	1	0
372	9276	ARCN1	COPB2	0	0	1	0
115290	6500	FBXO17	SKP1	0	0	1	0
329	7323	BIRC2	UBE2D3	1	0	0	1
1759	29993	DNM1	PACSIN1	1	0	0	0
23303	51807	KIF13B	TUBA8	0	0	0	1
6449	6649	SGTA	SOD3	1	0	0	0
284	51129	ANGPT1	ANGPTL4	0	0	0	1
3065	9219	HDAC1	MTA2	0	0	1	0
10040	10630	TOM1L1	PDPN	1	0	0	0
5805	6386	PTS	SDCBP	1	0	0	0
7004	10413	TEAD4	YAP1	0	0	1	0
10093	114824	ARPC4	PNMA5	1	0	0	0
30835	10332	CD209	CLEC4M	0	0	1	0
718	942	C3	CD86	0	0	0	1
3178	5976	HNRNPA1	UPF1	0	0	1	0
4325	64066	MMP16	MMP27	0	0	0	1
6133	6210	RPL9	RPS15A	0	0	1	0
23412	54951	COMMD3	COMMD8	0	1	1	0
9101	10254	USP8	STAM2	1	0	0	0
8625	9759	RFXANK	HDAC4	1	0	0	0
6048	10273	RNF5	STUB1	0	0	0	1
7257	9887	TSNAX	SMG7	0	0	1	0
471	5930	ATIC	RBBP6	0	0	1	0
1155	7874	TBCB	USP7	1	0	0	0
5468	23054	PPARG	NCOA6	1	0	0	0
396	57826	ARHGDIA	RAP2C	0	0	0	1
26121	144165	PRPF31	PRICKLE1	1	0	0	0
5987	27023	TRIM27	FOXB1	1	0	0	0
84708	219899	LNX1	TBCEL	1	0	0	0
912	3606	CD1D	IL18	0	0	0	1
6181	6207	RPLP2	RPS13	0	0	1	0
116228	55245	COX20	UQCC1	0	0	1	0
6423	25852	SFRP2	ARMC8	0	0	1	0
6146	6205	RPL22	RPS11	0	0	1	0
1406	114792	CRX	KLHL32	1	0	0	0
3183	6430	HNRNPC	SRSF5	0	0	0	1
203259	11101	FAM219A	ATE1	0	0	1	0
3605	64806	IL17A	IL25	0	0	0	1
3797	10381	KIF3C	TUBB3	0	0	0	1
5316	65082	PKNOX1	VPS33A	0	0	1	0
10534	391257	SSSCA1	SUMO1P1	1	0	0	0
8916	29978	HERC3	UBQLN2	1	0	0	0
5864	117177	RAB3A	RAB3IP	1	1	0	0
10513	10607	APPBP2	TBL3	1	0	0	0
4191	160287	MDH2	LDHAL6A	0	0	1	1
396	5870	ARHGDIA	RAB6A	0	0	0	1
57038	9581	RARS2	PREPL	0	0	1	0
941	23308	CD80	ICOSLG	0	0	0	1
8874	28988	ARHGEF7	DBNL	0	0	0	1
4904	140890	YBX1	SREK1	1	0	0	0
6757	117178	SSX2	SSX2IP	1	0	0	0
4323	147872	MMP14	CCDC155	1	0	0	0
2020	5081	EN2	PAX7	0	0	0	1
2264	4914	FGFR4	NTRK1	0	0	0	1
5691	5721	PSMB3	PSME2	0	0	1	0
4055	9055	LTBR	PRC1	0	0	1	0
3608	400506	ILF2	KNOP1	0	0	1	0
2287	4628	FKBP3	MYH10	0	0	1	0
9240	11170	PNMA1	FAM107A	1	0	0	0
652	10320	BMP4	IKZF1	0	0	0	1
3397	6925	ID1	TCF4	1	0	0	0
5431	5434	POLR2B	POLR2E	0	0	1	0
81570	80746	CLPB	TSEN2	0	0	1	0
84330	8131	ZNF414	NPRL3	0	0	1	0
5163	5164	PDK1	PDK2	0	0	1	0
54463	55353	FAM134B	LAPTM4B	0	0	1	0
3566	6778	IL4R	STAT6	1	0	0	0
650	2661	BMP2	GDF9	0	0	0	1
4774	6168	NFIA	RPL37A	0	0	1	0
22981	5997	NINL	RGS2	1	0	0	0
2091	9330	FBL	GTF3C3	0	0	1	0
9088	55240	PKMYT1	STEAP3	1	0	0	0
5868	89941	RAB5A	RHOT2	0	0	1	0
7169	8027	TPM2	STAM	0	0	1	0
5685	5707	PSMA4	PSMD1	0	0	1	0
4999	10926	ORC2	DBF4	1	0	0	0
762	11238	CA4	CA5B	0	0	0	1
55754	23155	TMEM30A	CLCC1	0	0	1	0
90273	4233	CEACAM21	MET	0	0	1	0
713	716	C1QB	C1S	0	0	0	1
7086	7167	TKT	TPI1	0	0	1	0
55630	55244	SLC39A4	SLC47A1	0	0	1	0
25	8445	ABL1	DYRK2	0	0	0	1
5819	386677	PVRL2	KRTAP10-1	1	0	0	0
9878	54971	TOX4	BANP	1	0	0	0
3181	7175	HNRNPA2B1	TPR	0	0	1	0
2810	10971	SFN	YWHAQ	0	0	1	0
65005	171483	MRPL9	FAM9B	1	0	0	0
2064	5979	ERBB2	RET	0	0	0	1
5686	10197	PSMA5	PSME3	0	0	1	0
5983	5984	RFC3	RFC4	0	0	1	0
87	4938	ACTN1	OAS1	1	0	0	0
22981	57639	NINL	CCDC146	1	0	0	0
2091	25926	FBL	NOL11	0	0	1	0
6137	64981	RPL13	MRPL34	0	0	1	0
51324	116173	SPG21	CMTM5	1	0	0	0
5686	5707	PSMA5	PSMD1	0	0	1	0
57669	375056	EPB41L5	MIA3	0	0	0	1
6628	55165	SNRPB	CEP55	1	0	0	0
655	10468	BMP7	FST	0	0	0	1
3998	10959	LMAN1	TMED2	0	0	1	0
5598	7529	MAPK7	YWHAB	1	0	0	0
5684	84063	PSMA3	KIRREL2	1	0	0	0
5694	5702	PSMB6	PSMC3	0	0	1	0
58500	6692	ZNF250	SPINT1	0	0	1	0
26984	84283	SEC22A	TMEM79	1	0	0	0
283	6997	ANG	TDGF1	1	0	0	0
5170	5588	PDPK1	PRKCQ	0	0	0	1
5862	115827	RAB2A	RAB3C	0	0	0	1
5160	23421	PDHA1	ITGB3BP	1	0	0	0
5170	5585	PDPK1	PKN1	1	0	0	1
1778	64087	DYNC1H1	MCCC2	0	0	1	0
5090	54765	PBX3	TRIM44	1	0	0	0
1482	3651	NKX2-5	PDX1	0	0	0	1
51100	79177	SH3GLB1	ZNF576	1	0	0	0
55754	55016	TMEM30A	MARCH1	0	0	1	0
51377	7528	UCHL5	YY1	0	0	1	0
55506	221613	H2AFY2	HIST1H2AA	0	0	0	1
758	9391	MPPED1	CIAO1	0	0	1	0
4771	6386	NF2	SDCBP	1	0	0	0
84866	26002	TMEM25	MOXD1	0	0	1	0
130560	386682	SPATA3	KRTAP10-3	1	0	0	0
7741	51121	ZSCAN26	RPL26L1	0	0	1	0
282808	391123	RAB40AL	VSIG8	0	0	1	0
51228	388323	GLTP	GLTPD2	0	0	0	1
4729	10577	NDUFV2	NPC2	0	0	1	0
56970	117143	ATXN7L3	TADA1	0	0	1	0
2099	79039	ESR1	DDX54	1	0	0	0
117144	440023	CATSPER1	KRTAP5-6	1	0	0	0
10301	55324	DLEU1	ABCF3	1	0	0	0
284312	7572	ZSCAN1	ZNF24	0	0	1	0
1207	151987	CLNS1A	PPP4R2	0	0	1	0
79616	159195	CCNJL	USP54	0	0	1	0
3236	5081	HOXD10	PAX7	0	0	0	1
5702	8672	PSMC3	EIF4G3	0	0	1	0
6351	6360	CCL4	CCL16	0	0	0	1
4722	4698	NDUFS3	NDUFA5	0	0	1	0
5329	2588	PLAUR	GALNS	0	0	1	0
3702	3932	ITK	LCK	0	0	0	1
55770	149371	EXOC2	EXOC8	1	0	1	0
23509	23530	POFUT1	NNT	0	0	1	0
79159	64949	NOL12	MRPS26	0	0	1	0
170589	5362	GPHA2	PLXNA2	0	0	1	0
5493	117177	PPL	RAB3IP	1	0	0	0
4100	5090	MAGEA1	PBX3	1	0	1	0
6386	29079	SDCBP	MED4	1	0	0	0
1660	10813	DHX9	UTP14A	0	0	1	0
1070	8517	CETN3	IKBKG	1	0	0	0
3012	92815	HIST1H2AE	HIST3H2A	0	0	0	1
4643	5921	MYO1E	RASA1	0	0	0	1
4860	133686	PNP	NADK2	0	0	1	0
54925	146050	ZSCAN32	ZSCAN29	0	0	1	0
6426	27332	SRSF1	ZNF638	0	0	0	1
79664	1511	ICE2	CTSG	0	0	1	0
11339	9810	OIP5	RNF40	0	0	1	0
292	9349	SLC25A5	RPL23	0	0	1	0
11091	79364	WDR5	ZXDC	1	0	1	0
5499	5536	PPP1CA	PPP5C	0	0	0	1
25809	8697	TTLL1	CDC23	0	0	1	0
1479	23283	CSTF3	CSTF2T	0	0	1	0
6804	10497	STX1A	UNC13B	1	0	0	0
3014	8348	H2AFX	HIST1H2BO	0	0	0	1
132141	817	IQCF1	CAMK2D	0	0	1	0
6605	145282	SMARCE1	MIPOL1	1	0	0	0
7325	27338	UBE2E2	UBE2S	0	0	0	1
347733	908	TUBB2B	CCT6A	0	0	1	0
10529	64395	NEBL	GMCL1	1	0	0	0
4722	4710	NDUFS3	NDUFB4	0	0	1	0
9459	28964	ARHGEF6	GIT1	1	0	0	0
5682	10197	PSMA1	PSME3	0	0	1	0
1660	22913	DHX9	RALY	0	0	1	0
2100	2516	ESR2	NR5A1	0	0	0	1
5660	768239	PSAP	PSAPL1	0	0	0	1
8887	30827	TAX1BP1	CXXC1	1	0	0	0
6613	7336	SUMO2	UBE2V2	0	0	0	1
2888	8651	GRB14	SOCS1	0	0	0	1
9217	91869	VAPB	RFT1	0	0	1	0
6128	23223	RPL6	RRP12	0	0	1	0
358	7186	AQP1	TRAF2	1	0	0	0
28755	220323	TRAC	OAF	0	0	1	0
9322	29763	TRIP10	PACSIN3	0	0	0	1
3195	4211	TLX1	MEIS1	1	0	0	0
2091	84838	FBL	ZNF496	0	0	1	0
1915	26986	EEF1A1	PABPC1	0	0	1	0
4090	6839	SMAD5	SUV39H1	1	0	0	0
5631	664618	PRPS1	HSP90AB4P	0	0	1	0
140258	154313	KRTAP13-1	C6orf165	1	0	0	0
2661	55512	GDF9	SMPD3	1	0	0	0
11043	79810	MID2	PTCD2	1	0	0	0
